Bolilla 1,Bolilla 2,Bolilla 3,Bolilla 4,Bolilla 5,Bolilla 6
9.0,10.0,15.0,20.0,32.0,34 
4.0,7.0,14.0,20.0,23.0,27 
8.0,12.0,17.0,32.0,38.0,40 
1.0,9.0,22.0,23.0,28.0,40 
3.0,6.0,9.0,19.0,32.0,35 
11.0,25.0,26.0,27.0,28.0,40 
8.0,9.0,10.0,14.0,29.0,38 
8.0,15.0,22.0,32.0,33.0,37 
3.0,15.0,20.0,22.0,23.0,27 
3.0,7.0,21.0,32.0,34.0,36 
3.0,5.0,7.0,22.0,31.0,39 
1.0,6.0,11.0,13.0,14.0,38 
4.0,6.0,9.0,11.0,21.0,40 
4.0,7.0,27.0,28.0,32.0,40 
5.0,14.0,18.0,21.0,32.0,38 
2.0,8.0,16.0,25.0,38.0,40 
4.0,9.0,24.0,25.0,28.0,32 
2.0,14.0,19.0,30.0,31.0,40 
9.0,13.0,20.0,27.0,30.0,35 
4.0,8.0,15.0,28.0,29.0,40 
5.0,15.0,17.0,28.0,34.0,36 
7.0,9.0,21.0,28.0,29.0,33 
1.0,6.0,27.0,32.0,34.0,38 
5.0,6.0,15.0,20.0,27.0,40 
12.0,22.0,23.0,32.0,34.0,38 
23.0,29.0,33.0,36.0,37.0,40 
6.0,12.0,14.0,16.0,21.0,24 
10.0,20.0,22.0,28.0,29.0,39 
10.0,20.0,22.0,28.0,29.0,39 
12.0,15.0,18.0,20.0,29.0,38 
1.0,9.0,12.0,21.0,24.0,36 
4.0,16.0,19.0,25.0,32.0,38 
16.0,25.0,27.0,29.0,30.0,35 
6.0,13.0,19.0,20.0,31.0,40 
13.0,22.0,24.0,25.0,33.0,40 
9.0,19.0,27.0,30.0,38.0,39 
8.0,16.0,21.0,23.0,32.0,38 
10.0,15.0,16.0,29.0,30.0,36 
2.0,8.0,9.0,24.0,27.0,35 
3.0,8.0,15.0,19.0,20.0,28 
2.0,3.0,15.0,18.0,22.0,23 
2.0,11.0,17.0,24.0,28.0,40 
13.0,21.0,25.0,27.0,36.0,38 
4.0,8.0,16.0,18.0,29.0,38 
5.0,12.0,14.0,19.0,31.0,38 
1.0,9.0,28.0,29.0,31.0,39 
4.0,5.0,9.0,15.0,18.0,37 
3.0,4.0,5.0,13.0,25.0,30 
3.0,5.0,8.0,9.0,11.0,27 
3.0,11.0,28.0,34.0,35.0,40 
3.0,5.0,15.0,22.0,32.0,34 
10.0,11.0,20.0,25.0,35.0,39 
3.0,13.0,18.0,23.0,27.0,30 
1.0,9.0,10.0,13.0,34.0,39 
17.0,21.0,31.0,33.0,34.0,36 
17.0,21.0,31.0,33.0,34.0,36 
2.0,5.0,7.0,9.0,11.0,12 
3.0,17.0,19.0,23.0,25.0,31 
12.0,13.0,21.0,28.0,32.0,35 
3.0,12.0,31.0,34.0,35.0,37 
2.0,4.0,9.0,25.0,30.0,34 
13.0,22.0,23.0,24.0,29.0,35 
7.0,9.0,26.0,28.0,32.0,38 
9.0,15.0,21.0,24.0,31.0,35 
1.0,6.0,12.0,27.0,34.0,36 
4.0,5.0,20.0,22.0,34.0,40 
12.0,13.0,18.0,22.0,35.0,38 
3.0,22.0,27.0,32.0,35.0,39 
3.0,8.0,11.0,18.0,32.0,37 
2.0,14.0,15.0,30.0,32.0,37 
14.0,17.0,21.0,22.0,23.0,24 
13.0,14.0,22.0,35.0,39.0,40 
5.0,15.0,16.0,20.0,25.0,28 
5.0,8.0,10.0,19.0,37.0,39 
1.0,3.0,7.0,17.0,22.0,33 
8.0,9.0,30.0,32.0,33.0,39 
1.0,5.0,8.0,10.0,13.0,36 
3.0,20.0,22.0,26.0,34.0,35 
14.0,16.0,20.0,27.0,29.0,33 
9.0,12.0,20.0,21.0,30.0,35 
5.0,12.0,17.0,32.0,35.0,38 
1.0,6.0,12.0,14.0,18.0,26 
2.0,7.0,18.0,26.0,29.0,32 
2.0,4.0,5.0,11.0,20.0,28 
5.0,7.0,15.0,20.0,23.0,30 
1.0,9.0,17.0,27.0,36.0,38 
9.0,17.0,19.0,25.0,28.0,31 
14.0,26.0,27.0,32.0,38.0,39 
1.0,12.0,15.0,17.0,26.0,30 
7.0,11.0,12.0,21.0,32.0,33 
5.0,6.0,20.0,24.0,25.0,31 
1.0,12.0,24.0,27.0,31.0,34 
2.0,3.0,14.0,17.0,38.0,40 
6.0,27.0,29.0,31.0,36.0,38 
3.0,6.0,19.0,26.0,32.0,35 
1.0,3.0,5.0,14.0,21.0,24 
7.0,20.0,25.0,26.0,34.0,38 
5.0,8.0,17.0,22.0,24.0,39 
8.0,28.0,31.0,38.0,39.0,40 
4.0,9.0,20.0,32.0,33.0,39 
3.0,6.0,14.0,21.0,28.0,40 
13.0,14.0,17.0,19.0,28.0,35 
1.0,22.0,28.0,30.0,2.0,38 
5.0,15.0,18.0,31.0,36.0,37 
14.0,39.0,10.0,29.0,11.0,31 
37.0,8.0,15.0,34.0,20.0,40 
23.0,17.0,32.0,34.0,30.0,13 
9.0,15.0,14.0,17.0,22.0,10 
39.0,36.0,37.0,14.0,32.0,06 
16.0,31.0,23.0,40.0,9.0,04 
31.0,28.0,24.0,16.0,34.0,25 
33.0,37.0,39.0,35.0,20.0,40 
28.0,26.0,24.0,20.0,8.0,14 
18.0,38.0,6.0,26.0,32.0,16 
37.0,17.0,16.0,10.0,9.0,11 
13.0,36.0,8.0,27.0,21.0,11 
24.0,27.0,38.0,16.0,8.0,11 
39.0,3.0,29.0,37.0,35.0,04 
20.0,27.0,19.0,4.0,11.0,01 
30.0,32.0,8.0,27.0,23.0,18 
8.0,32.0,1.0,19.0,7.0,20 
6.0,19.0,27.0,11.0,25.0,39 
40.0,39.0,38.0,24.0,13.0,15 
27.0,15.0,39.0,34.0,12.0,31 
2.0,39.0,18.0,16.0,9.0,12 
8.0,15.0,4.0,36.0,32.0,26 
15.0,6.0,34.0,29.0,19.0,37 
12.0,19.0,26.0,2.0,17.0,16 
31.0,24.0,38.0,2.0,28.0,08 
17.0,1.0,3.0,15.0,14.0,25 
36.0,34.0,20.0,25.0,19.0,37 
26.0,37.0,15.0,38.0,10.0,19 
24.0,7.0,16.0,32.0,37.0,29 
20.0,14.0,5.0,28.0,2.0,25 
26.0,21.0,3.0,25.0,33.0,36 
10.0,40.0,17.0,24.0,13.0,23 
2.0,31.0,17.0,30.0,4.0,15 
35.0,2.0,34.0,37.0,32.0,19 
29.0,33.0,21.0,28.0,14.0,10 
4.0,5.0,25.0,22.0,2.0,01 
25.0,12.0,18.0,5.0,29.0,17 
22.0,29.0,19.0,34.0,15.0,06 
15.0,21.0,8.0,22.0,20.0,23 
27.0,7.0,13.0,18.0,20.0,29 
32.0,6.0,35.0,34.0,20.0,09 
13.0,9.0,12.0,20.0,16.0,18 
22.0,3.0,10.0,19.0,16.0,01 
24.0,8.0,29.0,21.0,13.0,40 
9.0,22.0,21.0,27.0,2.0,06 
31.0,28.0,12.0,25.0,34.0,17 
7.0,2.0,37.0,20.0,33.0,27 
32.0,35.0,13.0,9.0,8.0,36 
26.0,16.0,1.0,7.0,30.0,27 
12.0,31.0,15.0,36.0,2.0,16 
35.0,40.0,29.0,24.0,34.0,13 
4.0,38.0,37.0,16.0,40.0,21 
39.0,22.0,4.0,40.0,34.0,01 
33.0,37.0,18.0,12.0,24.0,09 
15.0,23.0,32.0,1.0,29.0,08 
35.0,1.0,5.0,30.0,36.0,04 
24.0,11.0,38.0,18.0,20.0,14 
35.0,30.0,34.0,38.0,6.0,10 
15.0,3.0,23.0,25.0,36.0,19 
25.0,36.0,10.0,17.0,31.0,30 
4.0,23.0,1.0,17.0,22.0,29 
14.0,18.0,37.0,24.0,13.0,09 
17.0,6.0,31.0,23.0,33.0,11 
29.0,17.0,22.0,19.0,20.0,09 
2.0,33.0,10.0,31.0,3.0,22 
19.0,7.0,5.0,33.0,25.0,22 
36.0,7.0,11.0,26.0,40.0,03 
25.0,32.0,2.0,22.0,9.0,39 
22.0,28.0,4.0,17.0,40.0,10 
31.0,22.0,9.0,14.0,34.0,15 
2.0,31.0,8.0,17.0,38.0,05 
7.0,9.0,24.0,20.0,3.0,26 
27.0,23.0,9.0,36.0,15.0,14 
30.0,26.0,7.0,13.0,34.0,32 
29.0,13.0,21.0,22.0,10.0,31 
27.0,29.0,6.0,20.0,24.0,11 
7.0,20.0,5.0,12.0,15.0,13 
37.0,20.0,40.0,34.0,21.0,03 
13.0,40.0,8.0,19.0,26.0,01 
20.0,38.0,33.0,40.0,37.0,21 
14.0,37.0,24.0,40.0,31.0,35 
27.0,29.0,35.0,23.0,14.0,25 
14.0,13.0,6.0,1.0,7.0,15 
17.0,5.0,20.0,18.0,31.0,06 
5.0,39.0,26.0,33.0,36.0,24 
31.0,13.0,36.0,14.0,17.0,27 
30.0,29.0,40.0,23.0,18.0,13 
21.0,15.0,24.0,32.0,4.0,14 
28.0,36.0,33.0,11.0,6.0,38 
5.0,24.0,28.0,33.0,13.0,20 
15.0,9.0,23.0,33.0,38.0,26 
11.0,17.0,39.0,30.0,25.0,33 
30.0,7.0,6.0,3.0,8.0,18 
10.0,39.0,29.0,13.0,31.0,03 
12.0,4.0,34.0,16.0,32.0,22 
12.0,9.0,34.0,4.0,24.0,06 
28.0,38.0,18.0,17.0,40.0,13 
20.0,29.0,27.0,3.0,38.0,09 
14.0,32.0,29.0,31.0,11.0,17 
35.0,32.0,40.0,33.0,27.0,21 
28.0,10.0,40.0,26.0,31.0,33 
39.0,26.0,2.0,40.0,10.0,36 
9.0,15.0,4.0,33.0,2.0,29 
20.0,9.0,4.0,14.0,18.0,22 
40.0,14.0,38.0,37.0,22.0,23 
2.0,5.0,18.0,40.0,17.0,19 
27.0,2.0,8.0,31.0,6.0,16 
22.0,19.0,27.0,28.0,20.0,32 
25.0,22.0,4.0,1.0,36.0,29 
40.0,32.0,9.0,33.0,30.0,03 
9.0,37.0,39.0,28.0,26.0,23 
9.0,17.0,28.0,25.0,18.0,07 
22.0,27.0,11.0,37.0,17.0,29 
24.0,4.0,18.0,38.0,19.0,21 
22.0,39.0,38.0,15.0,36.0,11 
22.0,26.0,35.0,10.0,18.0,25 
16.0,32.0,40.0,13.0,38.0,26 
33.0,12.0,30.0,3.0,29.0,28 
34.0,3.0,21.0,1.0,36.0,07 
27.0,29.0,35.0,36.0,24.0,15 
21.0,14.0,23.0,22.0,15.0,02 
22.0,30.0,24.0,12.0,4.0,15 
40.0,27.0,5.0,39.0,28.0,26 
13.0,22.0,11.0,37.0,17.0,40 
11.0,37.0,33.0,17.0,31.0,27 
3.0,16.0,29.0,24.0,13.0,31 
11.0,15.0,7.0,3.0,37.0,19 
35.0,2.0,33.0,7.0,13.0,28 
27.0,21.0,38.0,9.0,34.0,39 
14.0,26.0,19.0,36.0,29.0,15 
22.0,39.0,31.0,25.0,35.0,04 
24.0,6.0,13.0,14.0,25.0,02 
24.0,27.0,22.0,17.0,7.0,40 
39.0,24.0,8.0,34.0,26.0,10 
25.0,22.0,6.0,37.0,15.0,26 
33.0,31.0,19.0,6.0,39.0,25 
2.0,34.0,12.0,4.0,15.0,27 
32.0,37.0,2.0,25.0,34.0,09 
12.0,27.0,29.0,35.0,32.0,05 
17.0,30.0,4.0,21.0,38.0,23 
38.0,13.0,26.0,32.0,17.0,24 
19.0,9.0,4.0,21.0,16.0,08 
1.0,36.0,6.0,23.0,18.0,13 
6.0,19.0,2.0,14.0,4.0,34 
16.0,17.0,9.0,11.0,25.0,08 
1.0,16.0,30.0,15.0,33.0,34 
13.0,7.0,29.0,38.0,18.0,03 
32.0,2.0,40.0,18.0,14.0,28 
16.0,22.0,2.0,1.0,13.0,21 
1.0,27.0,6.0,11.0,9.0,25 
16.0,27.0,23.0,1.0,39.0,18 
5.0,16.0,15.0,29.0,33.0,31 
20.0,23.0,21.0,15.0,1.0,02 
3.0,6.0,37.0,2.0,12.0,34 
24.0,31.0,7.0,38.0,28.0,27 
3.0,19.0,34.0,25.0,30.0,04 
29.0,9.0,35.0,3.0,38.0,32 
11.0,24.0,37.0,19.0,29.0,21 
15.0,33.0,8.0,7.0,40.0,32 
1.0,35.0,31.0,17.0,12.0,30 
13.0,7.0,24.0,15.0,26.0,10 
25.0,2.0,5.0,27.0,34.0,29 
39.0,16.0,4.0,26.0,24.0,35 
6.0,5.0,20.0,37.0,40.0,04 
21.0,13.0,16.0,15.0,33.0,38 
9.0,18.0,21.0,29.0,24.0,19 
30.0,12.0,7.0,20.0,38.0,32 
14.0,18.0,39.0,33.0,3.0,08 
22.0,40.0,13.0,7.0,24.0,02 
4.0,9.0,6.0,14.0,5.0,32 
18.0,19.0,21.0,7.0,14.0,15 
31.0,25.0,40.0,5.0,33.0,16 
5.0,4.0,25.0,39.0,34.0,33 
30.0,28.0,10.0,12.0,21.0,39 
9.0,32.0,26.0,24.0,38.0,36 
8.0,20.0,23.0,3.0,5.0,35 
32.0,35.0,18.0,31.0,20.0,24 
9.0,29.0,6.0,33.0,34.0,18 
20.0,24.0,4.0,37.0,35.0,07 
33.0,40.0,19.0,11.0,16.0,26 
12.0,28.0,33.0,18.0,20.0,36 
28.0,7.0,25.0,37.0,1.0,06 
3.0,10.0,38.0,21.0,19.0,30 
9.0,21.0,34.0,12.0,23.0,37 
14.0,11.0,37.0,32.0,24.0,40 
13.0,27.0,26.0,30.0,25.0,16 
30.0,24.0,19.0,16.0,37.0,33 
26.0,19.0,24.0,6.0,33.0,38 
7.0,10.0,27.0,3.0,28.0,06 
23.0,19.0,32.0,25.0,9.0,02 
26.0,28.0,24.0,23.0,6.0,39 
5.0,35.0,36.0,16.0,25.0,37 
10.0,32.0,11.0,37.0,18.0,05 
7.0,5.0,11.0,2.0,6.0,27 
39.0,11.0,35.0,1.0,2.0,04 
19.0,2.0,26.0,38.0,9.0,33 
25.0,10.0,15.0,21.0,6.0,23 
11.0,34.0,8.0,33.0,40.0,15 
38.0,32.0,29.0,26.0,4.0,17 
23.0,4.0,16.0,5.0,2.0,09 
5.0,39.0,34.0,6.0,4.0,09 
32.0,30.0,2.0,27.0,5.0,08 
15.0,38.0,24.0,21.0,12.0,16 
33.0,22.0,14.0,12.0,25.0,40 
20.0,15.0,3.0,34.0,36.0,33 
34.0,32.0,29.0,3.0,6.0,02 
2.0,21.0,26.0,39.0,35.0,20 
32.0,5.0,31.0,15.0,35.0,12 
28.0,17.0,26.0,16.0,22.0,07 
16.0,9.0,34.0,38.0,33.0,13 
38.0,17.0,13.0,1.0,14.0,26 
28.0,31.0,12.0,17.0,3.0,27 
20.0,2.0,24.0,33.0,18.0,40 
3.0,21.0,22.0,10.0,20.0,28 
4.0,9.0,10.0,8.0,15.0,29 
5.0,3.0,1.0,9.0,6.0,14 
5.0,10.0,4.0,2.0,39.0,18 
28.0,21.0,35.0,12.0,23.0,14 
31.0,26.0,36.0,40.0,17.0,08 
26.0,38.0,27.0,23.0,39.0,03 
38.0,36.0,4.0,17.0,26.0,11 
10.0,29.0,38.0,35.0,24.0,03 
26.0,30.0,9.0,3.0,4.0,22 
21.0,37.0,26.0,16.0,15.0,24 
1.0,5.0,18.0,26.0,33.0,28 
13.0,32.0,28.0,24.0,26.0,14 
3.0,27.0,40.0,1.0,33.0,20 
6.0,10.0,1.0,36.0,35.0,07 
17.0,6.0,29.0,12.0,2.0,28 
24.0,38.0,13.0,32.0,37.0,16 
2.0,37.0,36.0,7.0,40.0,33 
27.0,18.0,28.0,26.0,6.0,08 
26.0,35.0,8.0,37.0,3.0,17 
25.0,38.0,3.0,20.0,23.0,19 
17.0,19.0,37.0,39.0,10.0,13 
1.0,39.0,4.0,30.0,36.0,31 
24.0,16.0,38.0,21.0,23.0,13 
27.0,40.0,5.0,32.0,7.0,11 
32.0,1.0,34.0,3.0,29.0,28 
10.0,9.0,24.0,37.0,29.0,11 
29.0,19.0,26.0,18.0,17.0,38 
28.0,39.0,17.0,10.0,9.0,30 
34.0,3.0,19.0,6.0,32.0,01 
38.0,26.0,22.0,10.0,28.0,09 
38.0,3.0,36.0,6.0,35.0,21 
37.0,3.0,21.0,4.0,27.0,29 
34.0,8.0,23.0,36.0,4.0,19 
22.0,34.0,33.0,24.0,23.0,03 
32.0,1.0,5.0,7.0,30.0,14 
32.0,40.0,19.0,36.0,12.0,05 
26.0,16.0,9.0,40.0,21.0,35 
29.0,36.0,26.0,31.0,8.0,38 
6.0,1.0,27.0,32.0,34.0,07 
16.0,7.0,9.0,27.0,19.0,03 
1.0,23.0,25.0,33.0,10.0,08 
24.0,36.0,27.0,39.0,29.0,12 
20.0,7.0,6.0,32.0,34.0,13 
18.0,23.0,11.0,19.0,36.0,22 
7.0,32.0,34.0,15.0,19.0,27 
1.0,31.0,35.0,15.0,7.0,10 
22.0,34.0,32.0,37.0,23.0,33 
31.0,33.0,12.0,21.0,10.0,23 
11.0,39.0,17.0,2.0,19.0,23 
19.0,12.0,30.0,34.0,22.0,24 
8.0,10.0,33.0,36.0,34.0,25 
1.0,39.0,37.0,30.0,4.0,13 
24.0,8.0,23.0,13.0,3.0,25 
4.0,30.0,2.0,32.0,37.0,31 
9.0,24.0,34.0,10.0,3.0,16 
8.0,17.0,9.0,28.0,22.0,06 
36.0,1.0,9.0,11.0,4.0,06 
38.0,7.0,12.0,1.0,14.0,03 
24.0,26.0,21.0,31.0,27.0,15 
24.0,19.0,26.0,40.0,38.0,20 
3.0,10.0,17.0,16.0,4.0,20 
28.0,26.0,37.0,13.0,22.0,33 
35.0,15.0,13.0,34.0,5.0,36 
19.0,10.0,22.0,35.0,34.0,28 
25.0,26.0,15.0,34.0,9.0,21 
32.0,9.0,28.0,7.0,12.0,19 
20.0,39.0,2.0,14.0,13.0,35 
7.0,37.0,36.0,8.0,4.0,18 
9.0,7.0,31.0,21.0,40.0,16 
7.0,38.0,28.0,20.0,21.0,10 
2.0,37.0,8.0,12.0,19.0,04 
3.0,6.0,23.0,30.0,38.0,22 
4.0,18.0,11.0,21.0,17.0,05 
5.0,19.0,34.0,26.0,37.0,21 
32.0,14.0,9.0,5.0,12.0,07 
29.0,30.0,5.0,35.0,40.0,37 
17.0,18.0,3.0,36.0,20.0,29 
39.0,40.0,13.0,5.0,22.0,38 
3.0,26.0,21.0,29.0,38.0,28 
28.0,7.0,5.0,17.0,34.0,14 
11.0,4.0,33.0,15.0,21.0,02 
26.0,24.0,9.0,23.0,21.0,07 
11.0,5.0,17.0,27.0,14.0,21 
4.0,28.0,6.0,31.0,13.0,17 
10.0,9.0,17.0,34.0,19.0,14 
40.0,34.0,18.0,9.0,36.0,30 
15.0,39.0,31.0,35.0,3.0,30 
33.0,10.0,19.0,18.0,6.0,27 
34.0,1.0,30.0,38.0,31.0,23 
23.0,21.0,10.0,13.0,16.0,18 
14.0,26.0,18.0,33.0,32.0,10 
37.0,35.0,16.0,6.0,17.0,22 
40.0,1.0,20.0,6.0,37.0,03 
9.0,33.0,35.0,3.0,21.0,10 
18.0,34.0,20.0,8.0,3.0,07 
6.0,21.0,14.0,9.0,22.0,32 
6.0,33.0,29.0,7.0,19.0,25 
8.0,19.0,35.0,28.0,1.0,13 
10.0,8.0,9.0,28.0,26.0,20 
12.0,35.0,30.0,10.0,40.0,28 
22.0,29.0,34.0,31.0,7.0,32 
2.0,4.0,19.0,5.0,17.0,39 
17.0,15.0,26.0,2.0,20.0,34 
20.0,24.0,14.0,33.0,6.0,10 
31.0,10.0,13.0,21.0,36.0,32 
17.0,9.0,20.0,10.0,4.0,39 
31.0,23.0,29.0,35.0,40.0,05 
38.0,10.0,33.0,13.0,31.0,23 
35.0,37.0,16.0,36.0,30.0,18 
22.0,39.0,12.0,28.0,7.0,27 
27.0,19.0,6.0,30.0,22.0,09 
7.0,27.0,1.0,11.0,2.0,03 
25.0,7.0,23.0,29.0,31.0,35 
37.0,12.0,11.0,25.0,28.0,36 
21.0,18.0,39.0,12.0,20.0,02 
3.0,19.0,11.0,6.0,17.0,24 
35.0,25.0,34.0,18.0,26.0,02 
3.0,2.0,8.0,18.0,21.0,39 
21.0,17.0,11.0,10.0,12.0,24 
10.0,25.0,17.0,6.0,23.0,16 
32.0,3.0,20.0,10.0,5.0,33 
4.0,36.0,1.0,13.0,39.0,40 
13.0,10.0,34.0,39.0,11.0,25 
26.0,10.0,2.0,29.0,24.0,13 
15.0,16.0,30.0,23.0,2.0,32 
37.0,2.0,34.0,40.0,35.0,28 
1.0,28.0,32.0,30.0,11.0,02 
31.0,11.0,28.0,4.0,19.0,20 
7.0,17.0,21.0,1.0,24.0,05 
7.0,1.0,39.0,34.0,40.0,03 
9.0,25.0,29.0,34.0,15.0,24 
10.0,25.0,19.0,7.0,28.0,17 
31.0,7.0,37.0,13.0,27.0,25 
5.0,33.0,22.0,40.0,20.0,15 
39.0,16.0,36.0,30.0,35.0,24 
36.0,12.0,4.0,40.0,15.0,35 
15.0,37.0,25.0,12.0,17.0,21 
7.0,29.0,39.0,15.0,14.0,11 
38.0,20.0,19.0,35.0,27.0,06 
26.0,34.0,29.0,9.0,7.0,18 
2.0,38.0,17.0,24.0,11.0,05 
27.0,32.0,17.0,36.0,28.0,30 
34.0,20.0,15.0,36.0,3.0,38 
23.0,39.0,31.0,40.0,14.0,04 
31.0,40.0,22.0,9.0,35.0,04 
33.0,34.0,12.0,16.0,39.0,14 
27.0,10.0,5.0,26.0,8.0,03 
19.0,34.0,16.0,36.0,33.0,24 
31.0,14.0,38.0,17.0,40.0,18 
20.0,35.0,37.0,25.0,17.0,07 
7.0,23.0,1.0,15.0,6.0,24 
15.0,29.0,1.0,36.0,16.0,26 
33.0,1.0,32.0,27.0,23.0,06 
37.0,22.0,17.0,36.0,8.0,38 
11.0,9.0,16.0,15.0,10.0,18 
28.0,19.0,30.0,31.0,12.0,09 
15.0,32.0,26.0,9.0,2.0,24 
32.0,4.0,34.0,17.0,38.0,27 
3.0,39.0,28.0,9.0,5.0,30 
31.0,24.0,29.0,30.0,25.0,17 
21.0,2.0,40.0,14.0,35.0,23 
13.0,7.0,29.0,32.0,6.0,31 
20.0,12.0,30.0,23.0,11.0,33 
6.0,8.0,36.0,27.0,24.0,04 
13.0,30.0,23.0,40.0,35.0,08 
20.0,14.0,30.0,29.0,2.0,10 
30.0,18.0,24.0,34.0,1.0,17 
25.0,31.0,6.0,1.0,7.0,04 
15.0,11.0,6.0,24.0,20.0,07 
40.0,36.0,4.0,15.0,20.0,29 
40.0,15.0,30.0,20.0,5.0,06 
19.0,18.0,33.0,31.0,23.0,11 
5.0,23.0,19.0,29.0,18.0,25 
35.0,2.0,17.0,1.0,20.0,23 
30.0,17.0,19.0,38.0,23.0,08 
33.0,7.0,30.0,37.0,3.0,27 
14.0,30.0,27.0,13.0,9.0,19 
8.0,24.0,12.0,26.0,36.0,39 
16.0,26.0,33.0,25.0,22.0,21 
36.0,23.0,20.0,11.0,31.0,10 
36.0,29.0,21.0,16.0,28.0,20 
24.0,4.0,1.0,22.0,39.0,18 
25.0,19.0,24.0,34.0,31.0,26 
17.0,23.0,31.0,2.0,37.0,34 
5.0,20.0,13.0,33.0,23.0,38 
20.0,33.0,19.0,26.0,14.0,22 
26.0,24.0,11.0,25.0,39.0,14 
1.0,10.0,40.0,35.0,11.0,16 
30.0,2.0,4.0,5.0,23.0,33 
5.0,19.0,14.0,18.0,33.0,09 
21.0,16.0,37.0,28.0,10.0,05 
20.0,10.0,38.0,34.0,2.0,12 
13.0,20.0,21.0,29.0,2.0,27 
16.0,20.0,27.0,39.0,17.0,23 
18.0,6.0,16.0,23.0,21.0,24 
11.0,39.0,12.0,24.0,18.0,14 
19.0,24.0,36.0,21.0,38.0,13 
5.0,36.0,32.0,10.0,6.0,24 
3.0,1.0,18.0,8.0,19.0,35 
29.0,5.0,6.0,11.0,38.0,23 
4.0,26.0,15.0,2.0,34.0,23 
32.0,20.0,1.0,15.0,10.0,03 
34.0,18.0,27.0,33.0,1.0,25 
24.0,39.0,4.0,34.0,5.0,38 
7.0,38.0,18.0,3.0,32.0,15 
31.0,7.0,4.0,11.0,15.0,29 
36.0,38.0,30.0,4.0,18.0,14 
10.0,20.0,1.0,31.0,15.0,18 
10.0,20.0,1.0,31.0,15.0,18 
17.0,32.0,26.0,21.0,6.0,31 
1.0,16.0,7.0,3.0,38.0,28 
24.0,39.0,26.0,14.0,32.0,34 
40.0,7.0,14.0,30.0,9.0,35 
14.0,7.0,39.0,3.0,9.0,06 
22.0,39.0,20.0,23.0,4.0,26 
11.0,31.0,40.0,25.0,15.0,04 
35.0,12.0,16.0,7.0,8.0,05 
39.0,37.0,5.0,11.0,29.0,08 
4.0,33.0,1.0,37.0,30.0,40 
15.0,3.0,27.0,25.0,1.0,26 
11.0,19.0,3.0,12.0,40.0,31 
16.0,27.0,34.0,33.0,28.0,10 
36.0,23.0,39.0,37.0,21.0,10 
30.0,20.0,7.0,27.0,35.0,26 
1.0,27.0,25.0,7.0,14.0,06 
1.0,3.0,17.0,2.0,32.0,16 
38.0,31.0,5.0,12.0,35.0,18 
11.0,33.0,17.0,28.0,19.0,32 
14.0,29.0,16.0,11.0,39.0,02 
24.0,2.0,28.0,37.0,17.0,20 
37.0,36.0,18.0,38.0,11.0,06 
1.0,37.0,25.0,27.0,16.0,05 
33.0,10.0,28.0,31.0,7.0,29 
2.0,28.0,24.0,15.0,38.0,40 
13.0,26.0,4.0,11.0,8.0,02 
10.0,29.0,24.0,37.0,6.0,15 
19.0,10.0,13.0,33.0,34.0,01 
24.0,8.0,39.0,38.0,40.0,18 
31.0,14.0,40.0,36.0,28.0,11 
40.0,15.0,27.0,1.0,7.0,12 
26.0,40.0,20.0,29.0,23.0,30 
24.0,7.0,20.0,23.0,40.0,39 
37.0,25.0,13.0,26.0,19.0,01 
12.0,18.0,11.0,37.0,34.0,01 
11.0,40.0,6.0,7.0,27.0,12 
30.0,32.0,4.0,7.0,29.0,17 
30.0,26.0,20.0,10.0,11.0,37 
31.0,20.0,39.0,8.0,4.0,23 
26.0,17.0,8.0,34.0,7.0,37 
38.0,5.0,34.0,20.0,22.0,15 
8.0,7.0,11.0,27.0,1.0,06 
29.0,15.0,13.0,34.0,38.0,06 
13.0,30.0,33.0,17.0,4.0,05 
36.0,26.0,40.0,24.0,37.0,27 
13.0,11.0,14.0,12.0,26.0,16 
40.0,2.0,33.0,16.0,22.0,08 
15.0,16.0,20.0,11.0,2.0,28 
2.0,1.0,20.0,5.0,4.0,34 
3.0,33.0,15.0,37.0,11.0,12 
3.0,33.0,15.0,37.0,11.0,12 
39.0,27.0,21.0,33.0,32.0,01 
13.0,20.0,1.0,10.0,30.0,15 
34.0,35.0,4.0,5.0,20.0,33 
23.0,26.0,39.0,2.0,21.0,40 
1.0,39.0,29.0,7.0,40.0,25 
36.0,11.0,34.0,29.0,33.0,17 
19.0,21.0,22.0,20.0,24.0,18 
6.0,39.0,36.0,14.0,12.0,32 
27.0,21.0,9.0,39.0,7.0,35 
21.0,19.0,25.0,1.0,11.0,24 
27.0,11.0,37.0,2.0,26.0,24 
19.0,39.0,18.0,13.0,4.0,37 
8.0,33.0,18.0,35.0,24.0,30 
33.0,36.0,1.0,9.0,40.0,39 
13.0,34.0,12.0,28.0,16.0,35 
11.0,2.0,34.0,31.0,25.0,40 
38.0,32.0,30.0,13.0,36.0,31 
29.0,33.0,1.0,7.0,14.0,05 
14.0,35.0,22.0,36.0,10.0,26 
40.0,2.0,37.0,22.0,16.0,24 
12.0,8.0,34.0,30.0,27.0,31 
31.0,27.0,20.0,30.0,2.0,05 
26.0,39.0,35.0,36.0,10.0,15 
4.0,14.0,19.0,11.0,33.0,27 
6.0,15.0,25.0,27.0,5.0,02 
31.0,9.0,28.0,12.0,16.0,11 
22.0,17.0,23.0,32.0,7.0,29 
16.0,25.0,31.0,19.0,13.0,20 
